frame,cluster_id,x,y,cluster_size,source_sample_index,source_local_cluster_id
221,1153818,1388.5,725.5,1,47042,0
221,1153819,1587.5,775.5,1,47043,0
231,1153818,1388.5,725.5,1,47042,0
231,1153819,1587.5,775.5,1,47043,0
241,1153818,1388.5,725.5,1,47042,0
241,1153819,1587.5,775.5,1,47043,0
251,1153818,1388.5,725.5,1,47042,0
251,1153819,1587.5,775.5,1,47043,0
261,1153818,1388.5,725.5,1,47042,0
261,1153819,1587.5,775.5,1,47043,0
271,1153818,1388.5,725.5,1,47042,0
271,1153819,1587.5,775.5,1,47043,0
281,1153818,1388.5,725.5,1,47042,0
281,1153819,1587.5,775.5,1,47043,0
291,1153818,1388.5,725.5,1,47042,0
291,1153819,1587.5,775.5,1,47043,0
301,1153818,1388.5,725.5,1,47042,0
301,1153819,1587.5,775.5,1,47043,0
311,1153818,1401.5,725.0,1,47042,0
311,1153819,1617.5,785.5,1,47043,0
321,1153818,1401.5,725.0,1,47042,0
321,1153819,1617.5,785.5,1,47043,0
331,1153818,1401.5,725.0,1,47042,0
331,1153819,1617.5,785.5,1,47043,0
341,1153818,1401.5,725.0,1,47042,0
341,1153819,1617.5,785.5,1,47043,0
351,1153818,1401.5,725.0,1,47042,0
351,1153819,1617.5,785.5,1,47043,0
361,1153818,1401.5,725.0,1,47042,0
361,1153819,1617.5,785.5,1,47043,0
371,1153818,1401.5,725.0,1,47042,0
371,1153819,1617.5,785.5,1,47043,0
381,1153818,1401.5,725.0,1,47042,0
381,1153819,1617.5,785.5,1,47043,0
391,1153818,1401.5,725.0,1,47042,0
391,1153819,1617.5,785.5,1,47043,0
401,1153818,1401.5,725.0,1,47042,0
401,1153819,1617.5,785.5,1,47043,0
411,1153818,1572.5,809.0,1,47042,0
411,1153819,1547.5,796.0,1,47043,0
641,1153820,1098.75,602.0,2,47044,0
641,1153821,1087.5,592.5,1,47044,1
641,1153822,1433.5,568.75,2,47045,0
641,1153823,1087.5,592.5,1,47045,1
641,1153824,1507.5,566.5,1,47045,2
641,1153825,1087.5,592.5,1,47046,0
641,1153826,1507.5,566.5,1,47046,1
641,1153827,1433.5,568.75,2,47046,2
641,1153828,1098.75,602.0,2,47046,3
641,1153829,1433.5,568.75,2,47047,0
641,1153830,1507.5,566.5,1,47047,1
641,1153831,1087.5,592.5,1,47047,2
641,1153832,1507.5,566.5,1,47048,0
641,1153833,1087.5,592.5,1,47048,1
641,1153834,1433.5,568.75,2,47048,2
641,1153835,1098.75,602.0,2,47049,0
641,1153836,1087.5,592.5,1,47049,1
651,1153820,1098.75,602.0,2,47044,0
651,1153821,1087.5,592.5,1,47044,1
651,1153822,1433.5,568.75,2,47045,0
651,1153823,1087.5,592.5,1,47045,1
651,1153824,1507.5,566.5,1,47045,2
651,1153825,1087.5,592.5,1,47046,0
651,1153826,1507.5,566.5,1,47046,1
651,1153827,1433.5,568.75,2,47046,2
651,1153828,1098.75,602.0,2,47046,3
651,1153829,1433.5,568.75,2,47047,0
651,1153830,1507.5,566.5,1,47047,1
651,1153831,1087.5,592.5,1,47047,2
651,1153832,1507.5,566.5,1,47048,0
651,1153833,1087.5,592.5,1,47048,1
651,1153834,1433.5,568.75,2,47048,2
651,1153835,1098.75,602.0,2,47049,0
651,1153836,1087.5,592.5,1,47049,1
661,1153820,1098.75,602.0,2,47044,0
661,1153821,1087.5,592.5,1,47044,1
661,1153822,1433.5,568.75,2,47045,0
661,1153823,1087.5,592.5,1,47045,1
661,1153824,1507.5,566.5,1,47045,2
661,1153825,1087.5,592.5,1,47046,0
661,1153826,1507.5,566.5,1,47046,1
661,1153827,1433.5,568.75,2,47046,2
661,1153828,1098.75,602.0,2,47046,3
661,1153829,1433.5,568.75,2,47047,0
661,1153830,1507.5,566.5,1,47047,1
661,1153831,1087.5,592.5,1,47047,2
661,1153832,1507.5,566.5,1,47048,0
661,1153833,1087.5,592.5,1,47048,1
661,1153834,1433.5,568.75,2,47048,2
661,1153835,1098.75,602.0,2,47049,0
