frame,cluster_id,x,y,cluster_size,source_sample_index,source_local_cluster_id
11,1005320,909.0,671.5,1,1547,0
11,1005321,1050.0,648.0,1,1547,1
11,1005322,919.5,682.0,1,1547,2
11,1005323,792.5,640.5,1,1547,3
11,1005324,1803.0,675.0,1,1548,0
11,1005325,919.5,682.0,1,1548,1
11,1005326,665.0,643.5,1,1548,2
11,1005327,1050.0,648.0,1,1549,0
11,1005328,909.0,671.5,1,1549,1
11,1005329,919.5,682.0,1,1549,2
11,1005330,665.0,643.5,1,1549,3
11,1005331,792.5,640.5,1,1549,4
11,1005332,919.5,682.0,1,1550,0
11,1005333,909.0,671.5,1,1550,1
11,1005334,1803.0,675.0,1,1550,2
11,1005335,1050.0,648.0,1,1550,3
11,1005336,49.5,655.5,1,1551,0
11,1005337,353.5,543.0,1,1551,1
11,1005338,792.5,640.5,1,1552,0
11,1005339,665.0,643.5,1,1552,1
11,1005340,909.0,671.5,1,1552,2
11,1005341,1050.0,648.0,1,1552,3
11,1005342,665.0,643.5,1,1553,0
11,1005343,1803.0,675.0,1,1553,1
11,1005344,1050.0,648.0,1,1553,2
11,1005345,792.5,640.5,1,1553,3
11,1005346,353.5,543.0,1,1554,0
11,1005347,49.5,655.5,1,1554,1
21,1005320,909.0,671.5,1,1547,0
21,1005321,1050.0,648.0,1,1547,1
21,1005322,919.5,682.0,1,1547,2
21,1005323,792.5,640.5,1,1547,3
21,1005324,1803.0,675.0,1,1548,0
21,1005325,919.5,682.0,1,1548,1
21,1005326,665.0,643.5,1,1548,2
21,1005327,1050.0,648.0,1,1549,0
21,1005328,909.0,671.5,1,1549,1
21,1005329,919.5,682.0,1,1549,2
21,1005330,665.0,643.5,1,1549,3
21,1005331,792.5,640.5,1,1549,4
21,1005332,919.5,682.0,1,1550,0
21,1005333,909.0,671.5,1,1550,1
21,1005334,1803.0,675.0,1,1550,2
21,1005335,1050.0,648.0,1,1550,3
21,1005336,49.5,655.5,1,1551,0
21,1005337,353.5,543.0,1,1551,1
21,1005338,792.5,640.5,1,1552,0
21,1005339,665.0,643.5,1,1552,1
21,1005340,909.0,671.5,1,1552,2
21,1005341,1050.0,648.0,1,1552,3
21,1005342,665.0,643.5,1,1553,0
21,1005343,1803.0,675.0,1,1553,1
21,1005344,1050.0,648.0,1,1553,2
21,1005345,792.5,640.5,1,1553,3
21,1005346,353.5,543.0,1,1554,0
21,1005347,49.5,655.5,1,1554,1
31,1005320,909.0,671.5,1,1547,0
31,1005321,1050.0,648.0,1,1547,1
