frame,cluster_id,x,y,cluster_size,source_sample_index,source_local_cluster_id
11,1069537,638.0,525.75,2,19613,0
11,1069538,950.5,585.0,1,19613,1
11,1069539,1394.0,743.75,2,19614,0
11,1069540,1600.5,771.0,1,19614,1
11,1069541,950.5,585.0,1,19615,0
11,1069542,833.5,539.5,1,19615,1
11,1069543,597.5,510.5,1,19615,2
11,1069544,614.3333129882812,555.1666870117188,3,19616,0
11,1069545,1600.5,771.0,1,19617,0
11,1069546,1263.0,585.5,1,19617,1
11,1069547,1394.0,743.75,2,19617,2
11,1069548,1263.0,585.5,1,19618,0
11,1069549,1515.5,638.5,1,19618,1
11,1069550,1600.5,771.0,1,19618,2
11,1069551,1351.1666259765625,730.8333129882812,3,19619,0
11,1069552,1600.5,771.0,1,19619,1
11,1069553,833.5,539.5,1,19620,0
11,1069554,950.5,585.0,1,19620,1
11,1069555,1303.75,712.75,2,19621,0
11,1069556,567.0,614.0,1,19622,0
11,1069557,678.5,541.0,1,19622,1
11,1069558,1515.5,638.5,1,19623,0
11,1069559,1263.0,585.5,1,19623,1
11,1069560,1056.5,565.0,1,19624,0
21,1069537,638.0,525.75,2,19613,0
21,1069538,950.5,585.0,1,19613,1
21,1069539,1394.0,743.75,2,19614,0
21,1069540,1600.5,771.0,1,19614,1
21,1069541,950.5,585.0,1,19615,0
21,1069542,833.5,539.5,1,19615,1
21,1069543,597.5,510.5,1,19615,2
21,1069544,614.3333129882812,555.1666870117188,3,19616,0
21,1069545,1600.5,771.0,1,19617,0
21,1069546,1263.0,585.5,1,19617,1
21,1069547,1394.0,743.75,2,19617,2
21,1069548,1263.0,585.5,1,19618,0
21,1069549,1515.5,638.5,1,19618,1
21,1069550,1600.5,771.0,1,19618,2
21,1069551,1351.1666259765625,730.8333129882812,3,19619,0
21,1069552,1600.5,771.0,1,19619,1
21,1069553,833.5,539.5,1,19620,0
21,1069554,950.5,585.0,1,19620,1
21,1069555,1303.75,712.75,2,19621,0
21,1069556,567.0,614.0,1,19622,0
21,1069557,678.5,541.0,1,19622,1
21,1069558,1515.5,638.5,1,19623,0
21,1069559,1263.0,585.5,1,19623,1
21,1069560,1056.5,565.0,1,19624,0
31,1069537,638.0,525.75,2,19613,0
31,1069538,950.5,585.0,1,19613,1
31,1069539,1394.0,743.75,2,19614,0
31,1069540,1600.5,771.0,1,19614,1
31,1069541,950.5,585.0,1,19615,0
31,1069542,833.5,539.5,1,19615,1
31,1069543,597.5,510.5,1,19615,2
31,1069544,614.3333129882812,555.1666870117188,3,19616,0
31,1069545,1600.5,771.0,1,19617,0
31,1069546,1263.0,585.5,1,19617,1
31,1069547,1394.0,743.75,2,19617,2
31,1069548,1263.0,585.5,1,19618,0
31,1069549,1515.5,638.5,1,19618,1
31,1069550,1600.5,771.0,1,19618,2
31,1069551,1351.1666259765625,730.8333129882812,3,19619,0
31,1069552,1600.5,771.0,1,19619,1
31,1069553,833.5,539.5,1,19620,0
31,1069554,950.5,585.0,1,19620,1
31,1069555,1303.75,712.75,2,19621,0
31,1069556,567.0,614.0,1,19622,0
31,1069557,678.5,541.0,1,19622,1
31,1069558,1515.5,638.5,1,19623,0
31,1069559,1263.0,585.5,1,19623,1
31,1069560,1056.5,565.0,1,19624,0
41,1069537,638.0,525.75,2,19613,0
41,1069538,950.5,585.0,1,19613,1
41,1069539,1394.0,743.75,2,19614,0
41,1069540,1600.5,771.0,1,19614,1
41,1069541,950.5,585.0,1,19615,0
41,1069542,833.5,539.5,1,19615,1
41,1069543,597.5,510.5,1,19615,2
41,1069544,614.3333129882812,555.1666870117188,3,19616,0
41,1069545,1600.5,771.0,1,19617,0
41,1069546,1263.0,585.5,1,19617,1
41,1069547,1394.0,743.75,2,19617,2
41,1069548,1263.0,585.5,1,19618,0
41,1069549,1515.5,638.5,1,19618,1
41,1069550,1600.5,771.0,1,19618,2
41,1069551,1351.1666259765625,730.8333129882812,3,19619,0
41,1069552,1600.5,771.0,1,19619,1
41,1069553,833.5,539.5,1,19620,0
41,1069554,950.5,585.0,1,19620,1
41,1069555,1303.75,712.75,2,19621,0
41,1069556,567.0,614.0,1,19622,0
41,1069557,678.5,541.0,1,19622,1
41,1069558,1515.5,638.5,1,19623,0
41,1069559,1263.0,585.5,1,19623,1
41,1069560,1056.5,565.0,1,19624,0
51,1069537,638.0,525.75,2,19613,0
51,1069538,950.5,585.0,1,19613,1
51,1069539,1394.0,743.75,2,19614,0
51,1069540,1600.5,771.0,1,19614,1
51,1069541,950.5,585.0,1,19615,0
51,1069542,833.5,539.5,1,19615,1
51,1069543,597.5,510.5,1,19615,2
51,1069544,614.3333129882812,555.1666870117188,3,19616,0
51,1069545,1600.5,771.0,1,19617,0
51,1069546,1263.0,585.5,1,19617,1
51,1069547,1394.0,743.75,2,19617,2
51,1069548,1263.0,585.5,1,19618,0
51,1069549,1515.5,638.5,1,19618,1
51,1069550,1600.5,771.0,1,19618,2
51,1069551,1351.1666259765625,730.8333129882812,3,19619,0
51,1069552,1600.5,771.0,1,19619,1
51,1069553,833.5,539.5,1,19620,0
51,1069554,950.5,585.0,1,19620,1
51,1069555,1303.75,712.75,2,19621,0
51,1069556,567.0,614.0,1,19622,0
51,1069557,678.5,541.0,1,19622,1
51,1069558,1515.5,638.5,1,19623,0
51,1069559,1263.0,585.5,1,19623,1
51,1069560,1056.5,565.0,1,19624,0
61,1069537,638.0,525.75,2,19613,0
61,1069538,950.5,585.0,1,19613,1
61,1069539,1394.0,743.75,2,19614,0
61,1069540,1600.5,771.0,1,19614,1
61,1069541,950.5,585.0,1,19615,0
61,1069542,833.5,539.5,1,19615,1
61,1069543,597.5,510.5,1,19615,2
61,1069544,614.3333129882812,555.1666870117188,3,19616,0
61,1069545,1600.5,771.0,1,19617,0
61,1069546,1263.0,585.5,1,19617,1
61,1069547,1394.0,743.75,2,19617,2
61,1069548,1263.0,585.5,1,19618,0
61,1069549,1515.5,638.5,1,19618,1
61,1069550,1600.5,771.0,1,19618,2
61,1069551,1351.1666259765625,730.8333129882812,3,19619,0
61,1069552,1600.5,771.0,1,19619,1
61,1069553,833.5,539.5,1,19620,0
61,1069554,950.5,585.0,1,19620,1
61,1069555,1303.75,712.75,2,19621,0
61,1069556,567.0,614.0,1,19622,0
61,1069557,678.5,541.0,1,19622,1
61,1069558,1515.5,638.5,1,19623,0
61,1069559,1263.0,585.5,1,19623,1
61,1069560,1056.5,565.0,1,19624,0
71,1069537,638.0,525.75,2,19613,0
71,1069538,950.5,585.0,1,19613,1
71,1069539,1394.0,743.75,2,19614,0
71,1069540,1600.5,771.0,1,19614,1
71,1069541,950.5,585.0,1,19615,0
71,1069542,833.5,539.5,1,19615,1
71,1069543,597.5,510.5,1,19615,2
71,1069544,614.3333129882812,555.1666870117188,3,19616,0
71,1069545,1600.5,771.0,1,19617,0
71,1069546,1263.0,585.5,1,19617,1
71,1069547,1394.0,743.75,2,19617,2
71,1069548,1263.0,585.5,1,19618,0
71,1069549,1515.5,638.5,1,19618,1
71,1069550,1600.5,771.0,1,19618,2
71,1069551,1351.1666259765625,730.8333129882812,3,19619,0
71,1069552,1600.5,771.0,1,19619,1
71,1069553,833.5,539.5,1,19620,0
71,1069554,950.5,585.0,1,19620,1
71,1069555,1303.75,712.75,2,19621,0
71,1069556,567.0,614.0,1,19622,0
71,1069557,678.5,541.0,1,19622,1
71,1069558,1515.5,638.5,1,19623,0
71,1069559,1263.0,585.5,1,19623,1
71,1069560,1056.5,565.0,1,19624,0
81,1069537,638.0,525.75,2,19613,0
81,1069538,950.5,585.0,1,19613,1
81,1069539,1394.0,743.75,2,19614,0
81,1069540,1600.5,771.0,1,19614,1
81,1069541,950.5,585.0,1,19615,0
81,1069542,833.5,539.5,1,19615,1
81,1069543,597.5,510.5,1,19615,2
81,1069544,614.3333129882812,555.1666870117188,3,19616,0
81,1069545,1600.5,771.0,1,19617,0
81,1069546,1263.0,585.5,1,19617,1
81,1069547,1394.0,743.75,2,19617,2
81,1069548,1263.0,585.5,1,19618,0
81,1069549,1515.5,638.5,1,19618,1
81,1069550,1600.5,771.0,1,19618,2
81,1069551,1351.1666259765625,730.8333129882812,3,19619,0
81,1069552,1600.5,771.0,1,19619,1
81,1069553,833.5,539.5,1,19620,0
81,1069554,950.5,585.0,1,19620,1
81,1069555,1303.75,712.75,2,19621,0
81,1069556,567.0,614.0,1,19622,0
81,1069557,678.5,541.0,1,19622,1
81,1069558,1515.5,638.5,1,19623,0
81,1069559,1263.0,585.5,1,19623,1
81,1069560,1056.5,565.0,1,19624,0
91,1069537,638.0,525.75,2,19613,0
91,1069538,950.5,585.0,1,19613,1
91,1069539,1394.0,743.75,2,19614,0
91,1069540,1600.5,771.0,1,19614,1
91,1069541,950.5,585.0,1,19615,0
91,1069542,833.5,539.5,1,19615,1
91,1069543,597.5,510.5,1,19615,2
91,1069544,614.3333129882812,555.1666870117188,3,19616,0
91,1069545,1600.5,771.0,1,19617,0
91,1069546,1263.0,585.5,1,19617,1
91,1069547,1394.0,743.75,2,19617,2
91,1069548,1263.0,585.5,1,19618,0
91,1069549,1515.5,638.5,1,19618,1
91,1069550,1600.5,771.0,1,19618,2
91,1069551,1351.1666259765625,730.8333129882812,3,19619,0
91,1069552,1600.5,771.0,1,19619,1
91,1069553,833.5,539.5,1,19620,0
91,1069554,950.5,585.0,1,19620,1
91,1069555,1303.75,712.75,2,19621,0
91,1069556,567.0,614.0,1,19622,0
91,1069557,678.5,541.0,1,19622,1
91,1069558,1515.5,638.5,1,19623,0
91,1069559,1263.0,585.5,1,19623,1
91,1069560,1056.5,565.0,1,19624,0
101,1069537,613.0,524.5,2,19613,0
101,1069538,939.5,580.5,1,19613,1
101,1069539,1382.25,739.5,2,19614,0
101,1069540,1576.0,764.0,1,19614,1
101,1069541,939.5,580.5,1,19615,0
101,1069542,815.5,538.0,1,19615,1
101,1069543,579.5,510.5,1,19615,2
101,1069544,590.5833129882812,553.6666870117188,2,19616,0
101,1069545,1576.0,764.0,1,19617,0
101,1069546,1232.5,586.0,1,19617,1
101,1069547,1382.25,739.5,2,19617,2
101,1069548,1232.5,586.0,1,19618,0
101,1069549,1475.5,634.5,1,19618,1
101,1069550,1576.0,764.0,1,19618,2
101,1069551,1378.4166259765625,731.8333129882812,2,19619,0
101,1069552,1576.0,764.0,1,19619,1
101,1069553,815.5,538.0,1,19620,0
101,1069554,939.5,580.5,1,19620,1
101,1069555,1355.75,716.5,2,19621,0
101,1069556,537.5,611.0,1,19622,0
101,1069557,646.5,538.5,1,19622,1
101,1069558,1475.5,634.5,1,19623,0
101,1069559,1232.5,586.0,1,19623,1
101,1069560,1035.5,561.5,1,19624,0
111,1069537,613.0,524.5,2,19613,0
111,1069538,939.5,580.5,1,19613,1
111,1069539,1382.25,739.5,2,19614,0
111,1069540,1576.0,764.0,1,19614,1
111,1069541,939.5,580.5,1,19615,0
111,1069542,815.5,538.0,1,19615,1
111,1069543,579.5,510.5,1,19615,2
111,1069544,590.5833129882812,553.6666870117188,2,19616,0
111,1069545,1576.0,764.0,1,19617,0
111,1069546,1232.5,586.0,1,19617,1
111,1069547,1382.25,739.5,2,19617,2
111,1069548,1232.5,586.0,1,19618,0
111,1069549,1475.5,634.5,1,19618,1
111,1069550,1576.0,764.0,1,19618,2
111,1069551,1378.4166259765625,731.8333129882812,2,19619,0
111,1069552,1576.0,764.0,1,19619,1
111,1069553,815.5,538.0,1,19620,0
111,1069554,939.5,580.5,1,19620,1
111,1069555,1355.75,716.5,2,19621,0
111,1069556,537.5,611.0,1,19622,0
111,1069557,646.5,538.5,1,19622,1
111,1069558,1475.5,634.5,1,19623,0
111,1069559,1232.5,586.0,1,19623,1
111,1069560,1035.5,561.5,1,19624,0
121,1069537,613.0,524.5,2,19613,0
121,1069538,939.5,580.5,1,19613,1
121,1069539,1382.25,739.5,2,19614,0
121,1069540,1576.0,764.0,1,19614,1
121,1069541,939.5,580.5,1,19615,0
121,1069542,815.5,538.0,1,19615,1
121,1069543,579.5,510.5,1,19615,2
121,1069544,590.5833129882812,553.6666870117188,2,19616,0
121,1069545,1576.0,764.0,1,19617,0
121,1069546,1232.5,586.0,1,19617,1
121,1069547,1382.25,739.5,2,19617,2
121,1069548,1232.5,586.0,1,19618,0
121,1069549,1475.5,634.5,1,19618,1
121,1069550,1576.0,764.0,1,19618,2
121,1069551,1378.4166259765625,731.8333129882812,2,19619,0
121,1069552,1576.0,764.0,1,19619,1
121,1069553,815.5,538.0,1,19620,0
121,1069554,939.5,580.5,1,19620,1
121,1069555,1355.75,716.5,2,19621,0
121,1069556,537.5,611.0,1,19622,0
121,1069557,646.5,538.5,1,19622,1
121,1069558,1475.5,634.5,1,19623,0
121,1069559,1232.5,586.0,1,19623,1
121,1069560,1035.5,561.5,1,19624,0
131,1069537,613.0,524.5,2,19613,0
131,1069538,939.5,580.5,1,19613,1
131,1069539,1382.25,739.5,2,19614,0
131,1069540,1576.0,764.0,1,19614,1
131,1069541,939.5,580.5,1,19615,0
131,1069542,815.5,538.0,1,19615,1
131,1069543,579.5,510.5,1,19615,2
131,1069544,590.5833129882812,553.6666870117188,2,19616,0
131,1069545,1576.0,764.0,1,19617,0
131,1069546,1232.5,586.0,1,19617,1
131,1069547,1382.25,739.5,2,19617,2
131,1069548,1232.5,586.0,1,19618,0
131,1069549,1475.5,634.5,1,19618,1
131,1069550,1576.0,764.0,1,19618,2
131,1069551,1378.4166259765625,731.8333129882812,2,19619,0
131,1069552,1576.0,764.0,1,19619,1
131,1069553,815.5,538.0,1,19620,0
131,1069554,939.5,580.5,1,19620,1
131,1069555,1355.75,716.5,2,19621,0
131,1069556,537.5,611.0,1,19622,0
131,1069557,646.5,538.5,1,19622,1
131,1069558,1475.5,634.5,1,19623,0
131,1069559,1232.5,586.0,1,19623,1
131,1069560,1035.5,561.5,1,19624,0
141,1069537,613.0,524.5,2,19613,0
141,1069538,939.5,580.5,1,19613,1
141,1069539,1382.25,739.5,2,19614,0
141,1069540,1576.0,764.0,1,19614,1
141,1069541,939.5,580.5,1,19615,0
141,1069542,815.5,538.0,1,19615,1
141,1069543,579.5,510.5,1,19615,2
141,1069544,590.5833129882812,553.6666870117188,2,19616,0
141,1069545,1576.0,764.0,1,19617,0
141,1069546,1232.5,586.0,1,19617,1
141,1069547,1382.25,739.5,2,19617,2
141,1069548,1232.5,586.0,1,19618,0
141,1069549,1475.5,634.5,1,19618,1
141,1069550,1576.0,764.0,1,19618,2
141,1069551,1378.4166259765625,731.8333129882812,2,19619,0
141,1069552,1576.0,764.0,1,19619,1
141,1069553,815.5,538.0,1,19620,0
141,1069554,939.5,580.5,1,19620,1
141,1069555,1355.75,716.5,2,19621,0
141,1069556,537.5,611.0,1,19622,0
141,1069557,646.5,538.5,1,19622,1
141,1069558,1475.5,634.5,1,19623,0
141,1069559,1232.5,586.0,1,19623,1
141,1069560,1035.5,561.5,1,19624,0
151,1069537,613.0,524.5,2,19613,0
151,1069538,939.5,580.5,1,19613,1
151,1069539,1382.25,739.5,2,19614,0
151,1069540,1576.0,764.0,1,19614,1
151,1069541,939.5,580.5,1,19615,0
151,1069542,815.5,538.0,1,19615,1
151,1069543,579.5,510.5,1,19615,2
151,1069544,590.5833129882812,553.6666870117188,2,19616,0
151,1069545,1576.0,764.0,1,19617,0
151,1069546,1232.5,586.0,1,19617,1
151,1069547,1382.25,739.5,2,19617,2
151,1069548,1232.5,586.0,1,19618,0
151,1069549,1475.5,634.5,1,19618,1
151,1069550,1576.0,764.0,1,19618,2
151,1069551,1378.4166259765625,731.8333129882812,2,19619,0
151,1069552,1576.0,764.0,1,19619,1
151,1069553,815.5,538.0,1,19620,0
151,1069554,939.5,580.5,1,19620,1
151,1069555,1355.75,716.5,2,19621,0
151,1069556,537.5,611.0,1,19622,0
151,1069557,646.5,538.5,1,19622,1
151,1069558,1475.5,634.5,1,19623,0
151,1069559,1232.5,586.0,1,19623,1
151,1069560,1035.5,561.5,1,19624,0
161,1069537,613.0,524.5,2,19613,0
161,1069538,939.5,580.5,1,19613,1
161,1069539,1382.25,739.5,2,19614,0
161,1069540,1576.0,764.0,1,19614,1
161,1069541,939.5,580.5,1,19615,0
161,1069542,815.5,538.0,1,19615,1
161,1069543,579.5,510.5,1,19615,2
161,1069544,590.5833129882812,553.6666870117188,2,19616,0
161,1069545,1576.0,764.0,1,19617,0
161,1069546,1232.5,586.0,1,19617,1
161,1069547,1382.25,739.5,2,19617,2
161,1069548,1232.5,586.0,1,19618,0
161,1069549,1475.5,634.5,1,19618,1
161,1069550,1576.0,764.0,1,19618,2
161,1069551,1378.4166259765625,731.8333129882812,2,19619,0
161,1069552,1576.0,764.0,1,19619,1
161,1069553,815.5,538.0,1,19620,0
161,1069554,939.5,580.5,1,19620,1
161,1069555,1355.75,716.5,2,19621,0
161,1069556,537.5,611.0,1,19622,0
161,1069557,646.5,538.5,1,19622,1
161,1069558,1475.5,634.5,1,19623,0
161,1069559,1232.5,586.0,1,19623,1
161,1069560,1035.5,561.5,1,19624,0
171,1069537,613.0,524.5,2,19613,0
171,1069538,939.5,580.5,1,19613,1
171,1069539,1382.25,739.5,2,19614,0
171,1069540,1576.0,764.0,1,19614,1
171,1069541,939.5,580.5,1,19615,0
171,1069542,815.5,538.0,1,19615,1
171,1069543,579.5,510.5,1,19615,2
171,1069544,590.5833129882812,553.6666870117188,2,19616,0
171,1069545,1576.0,764.0,1,19617,0
171,1069546,1232.5,586.0,1,19617,1
171,1069547,1382.25,739.5,2,19617,2
171,1069548,1232.5,586.0,1,19618,0
171,1069549,1475.5,634.5,1,19618,1
171,1069550,1576.0,764.0,1,19618,2
171,1069551,1378.4166259765625,731.8333129882812,2,19619,0
171,1069552,1576.0,764.0,1,19619,1
171,1069553,815.5,538.0,1,19620,0
171,1069554,939.5,580.5,1,19620,1
171,1069555,1355.75,716.5,2,19621,0
171,1069556,537.5,611.0,1,19622,0
171,1069557,646.5,538.5,1,19622,1
171,1069558,1475.5,634.5,1,19623,0
171,1069559,1232.5,586.0,1,19623,1
171,1069560,1035.5,561.5,1,19624,0
181,1069537,613.0,524.5,2,19613,0
181,1069538,939.5,580.5,1,19613,1
181,1069539,1382.25,739.5,2,19614,0
181,1069540,1576.0,764.0,1,19614,1
181,1069541,939.5,580.5,1,19615,0
181,1069542,815.5,538.0,1,19615,1
181,1069543,579.5,510.5,1,19615,2
181,1069544,590.5833129882812,553.6666870117188,2,19616,0
181,1069545,1576.0,764.0,1,19617,0
181,1069546,1232.5,586.0,1,19617,1
181,1069547,1382.25,739.5,2,19617,2
181,1069548,1232.5,586.0,1,19618,0
181,1069549,1475.5,634.5,1,19618,1
181,1069550,1576.0,764.0,1,19618,2
181,1069551,1378.4166259765625,731.8333129882812,2,19619,0
181,1069552,1576.0,764.0,1,19619,1
181,1069553,815.5,538.0,1,19620,0
181,1069554,939.5,580.5,1,19620,1
181,1069555,1355.75,716.5,2,19621,0
181,1069556,537.5,611.0,1,19622,0
181,1069557,646.5,538.5,1,19622,1
181,1069558,1475.5,634.5,1,19623,0
181,1069559,1232.5,586.0,1,19623,1
181,1069560,1035.5,561.5,1,19624,0
191,1069537,613.0,524.5,2,19613,0
191,1069538,939.5,580.5,1,19613,1
191,1069539,1382.25,739.5,2,19614,0
191,1069540,1576.0,764.0,1,19614,1
191,1069541,939.5,580.5,1,19615,0
191,1069542,815.5,538.0,1,19615,1
191,1069543,579.5,510.5,1,19615,2
191,1069544,590.5833129882812,553.6666870117188,2,19616,0
191,1069545,1576.0,764.0,1,19617,0
191,1069546,1232.5,586.0,1,19617,1
191,1069547,1382.25,739.5,2,19617,2
191,1069548,1232.5,586.0,1,19618,0
191,1069549,1475.5,634.5,1,19618,1
191,1069550,1576.0,764.0,1,19618,2
191,1069551,1378.4166259765625,731.8333129882812,2,19619,0
191,1069552,1576.0,764.0,1,19619,1
191,1069553,815.5,538.0,1,19620,0
191,1069554,939.5,580.5,1,19620,1
191,1069555,1355.75,716.5,2,19621,0
191,1069556,537.5,611.0,1,19622,0
191,1069557,646.5,538.5,1,19622,1
191,1069558,1475.5,634.5,1,19623,0
191,1069559,1232.5,586.0,1,19623,1
191,1069560,1035.5,561.5,1,19624,0
201,1069537,613.5,525.0,2,19613,0
201,1069538,922.0,578.0,1,19613,1
201,1069539,1324.75,727.0,2,19614,0
201,1069540,1551.5,760.5,1,19614,1
