frame,cluster_id,x,y,cluster_size,source_sample_index,source_local_cluster_id
11,1105258,1359.5,206.0,1,30485,0
11,1105259,282.5,255.0,1,30486,0
11,1105260,349.90625,257.84375,16,30486,1
11,1105261,755.0,419.75,2,30486,2
11,1105262,288.8125,236.5,8,30487,0
11,1105263,276.8333435058594,229.8333282470703,3,30487,1
11,1105264,282.5,255.0,1,30487,2
11,1105265,276.8333435058594,229.8333282470703,3,30488,0
11,1105266,334.78570556640625,253.35714721679688,14,30488,1
11,1105267,282.5,255.0,1,30488,2
11,1105268,310.0909118652344,242.27272033691406,11,30489,0
11,1105269,276.8333435058594,229.8333282470703,3,30489,1
11,1105270,282.5,255.0,1,30489,2
11,1105271,359.8214416503906,263.46429443359375,14,30490,0
11,1105272,781.0,433.6666564941406,3,30490,1
11,1105273,339.5,251.25,2,30490,2
11,1105274,602.0,368.5,1,30491,0
11,1105275,756.0,369.5,1,30491,1
11,1105276,301.8333435058594,243.94444274902344,9,30492,0
11,1105277,244.5,214.5,1,30492,1
11,1105278,282.5,255.0,1,30492,2
11,1105279,276.0,239.5,1,30492,3
11,1105280,430.0,245.0,2,30493,0
11,1105281,435.0,284.0,1,30493,1
11,1105282,370.9583435058594,267.7916564941406,12,30494,0
11,1105283,833.0,461.5,1,30494,1
11,1105284,293.0,237.5,2,30494,2
11,1105285,339.5,251.25,2,30494,3
11,1105286,268.6000061035156,229.6999969482422,5,30495,0
11,1105287,244.5,214.5,1,30495,1
11,1105288,276.0,239.5,1,30495,2
11,1105289,781.0,433.6666564941406,3,30496,0
11,1105290,342.5,250.3333282470703,3,30496,1
11,1105291,536.0,331.5,1,30496,2
11,1105292,1133.5,570.5,1,30496,3
11,1105293,310.0,235.5,1,30496,4
11,1105294,282.5,255.0,1,30496,5
11,1105295,854.3333129882812,194.5,3,30497,0
11,1105296,352.76666259765625,260.4333190917969,15,30498,0
11,1105297,781.0,433.6666564941406,3,30498,1
11,1105298,339.5,251.25,2,30498,2
11,1105299,316.125,246.0416717529297,12,30499,0
11,1105300,244.5,214.5,1,30499,1
11,1105301,282.5,255.0,1,30499,2
11,1105302,276.0,239.5,1,30499,3
11,1105303,358.3333435058594,260.1666564941406,12,30500,0
11,1105304,833.0,461.5,1,30500,1
11,1105305,293.0,237.5,2,30500,2
11,1105306,282.5,255.0,1,30500,3
11,1105307,325.7272644042969,247.68182373046875,11,30501,0
11,1105308,536.0,331.5,1,30501,1
11,1105309,276.8333435058594,229.8333282470703,3,30501,2
11,1105310,282.5,255.0,1,30501,3
11,1105311,374.7727355957031,266.7272644042969,11,30502,0
11,1105312,794.5,415.5,2,30502,1
11,1105313,380.8333435058594,248.3333282470703,3,30502,2
11,1105314,364.875,264.7083435058594,12,30503,0
11,1105315,833.0,461.5,1,30503,1
11,1105316,293.0,237.5,2,30503,2
11,1105317,339.5,251.25,2,30503,3
11,1105318,781.0,433.6666564941406,3,30504,0
11,1105319,392.9444580078125,273.22222900390625,9,30504,1
11,1105320,310.0,235.5,1,30504,2
11,1105321,379.25,269.6000061035156,10,30505,0
11,1105322,794.5,415.5,2,30505,1
