frame,cluster_id,x,y,cluster_size,source_sample_index,source_local_cluster_id
11,1058058,1487.5,142.0,4,16777,0
11,1058059,1495.0714111328125,134.07142639160156,7,16777,1
11,1058060,1507.0,123.5,1,16777,2
11,1058061,1366.75,149.0,2,16778,0
11,1058062,1401.0,141.0,2,16778,1
11,1058063,1098.5,147.5,1,16778,2
11,1058064,883.5,236.5,1,16778,3
11,1058065,1361.5,142.0,1,16779,0
11,1058066,1098.5,147.5,1,16779,1
11,1058067,1366.75,149.0,2,16779,2
11,1058068,1478.142822265625,153.2857208251953,14,16780,0
11,1058069,1507.0,123.5,1,16780,1
11,1058070,1503.1817626953125,186.18182373046875,11,16781,0
11,1058071,1507.0,123.5,1,16781,1
11,1058072,1507.0,123.5,1,16782,0
11,1058073,1494.7667236328125,168.13333129882812,15,16782,1
11,1058074,1501.0384521484375,178.34616088867188,13,16783,0
11,1058075,1507.0,123.5,1,16783,1
11,1058076,1366.75,149.0,2,16784,0
11,1058077,1098.5,147.5,1,16784,1
11,1058078,1361.5,142.0,1,16784,2
11,1058079,1553.0,137.0,1,16784,3
11,1058080,468.5,987.5,1,16785,0
11,1058081,295.5,963.0,1,16786,0
11,1058082,1732.0,219.5,1,16787,0
11,1058083,1489.076904296875,157.42308044433594,13,16788,0
11,1058084,1507.0,123.5,1,16788,1
11,1058085,1485.0,330.75,2,16789,0
11,1058086,1491.107177734375,156.07142639160156,14,16790,0
11,1058087,1507.0,123.5,1,16790,1
11,1058088,1098.5,147.5,1,16791,0
11,1058089,883.5,236.5,1,16791,1
11,1058090,1361.5,142.0,1,16791,2
11,1058091,1366.75,149.0,2,16791,3
11,1058092,1642.5,507.0,1,16792,0
11,1058093,1495.392822265625,156.60714721679688,14,16793,0
11,1058094,1507.0,123.5,1,16793,1
11,1058095,1498.0909423828125,187.5,11,16794,0
11,1058096,1507.0,123.5,1,16794,1
11,1058097,1495.0714111328125,134.07142639160156,7,16795,0
11,1058098,1500.9000244140625,159.89999389648438,5,16795,1
11,1058099,1507.0,123.5,1,16795,2
11,1058100,1490.38232421875,168.1764678955078,17,16796,0
11,1058101,1507.0,123.5,1,16796,1
11,1058102,1496.3214111328125,171.5,14,16797,0
11,1058103,1507.0,123.5,1,16797,1
11,1058104,883.5,236.5,1,16798,0
11,1058105,1098.5,147.5,1,16798,1
11,1058106,1389.5,150.5,1,16798,2
11,1058107,1487.5,142.0,4,16799,0
11,1058108,1488.75,135.9166717529297,6,16799,1
11,1058109,1507.0,123.5,1,16799,2
11,1058110,1494.75,229.3125,8,16800,0
11,1058111,1507.0,123.5,1,16800,1
11,1058112,1497.3077392578125,159.57691955566406,13,16801,0
11,1058113,1507.0,123.5,1,16801,1
11,1058114,1499.0,177.6666717529297,12,16802,0
11,1058115,1507.0,123.5,1,16802,1
11,1058116,1392.5,555.0,1,16803,0
11,1058117,1496.7857666015625,175.7142791748047,7,16804,0
11,1058118,1475.9000244140625,135.6999969482422,5,16804,1
21,1058058,1487.5,142.0,4,16777,0
21,1058059,1495.0714111328125,134.07142639160156,7,16777,1
21,1058060,1507.0,123.5,1,16777,2
21,1058061,1366.75,149.0,2,16778,0
21,1058062,1401.0,141.0,2,16778,1
21,1058063,1098.5,147.5,1,16778,2
21,1058064,883.5,236.5,1,16778,3
21,1058065,1361.5,142.0,1,16779,0
21,1058066,1098.5,147.5,1,16779,1
21,1058067,1366.75,149.0,2,16779,2
21,1058068,1478.142822265625,153.2857208251953,14,16780,0
21,1058069,1507.0,123.5,1,16780,1
21,1058070,1503.1817626953125,186.18182373046875,11,16781,0
21,1058071,1507.0,123.5,1,16781,1
21,1058072,1507.0,123.5,1,16782,0
21,1058073,1494.7667236328125,168.13333129882812,15,16782,1
21,1058074,1501.0384521484375,178.34616088867188,13,16783,0
21,1058075,1507.0,123.5,1,16783,1
21,1058076,1366.75,149.0,2,16784,0
21,1058077,1098.5,147.5,1,16784,1
21,1058078,1361.5,142.0,1,16784,2
21,1058079,1553.0,137.0,1,16784,3
21,1058080,468.5,987.5,1,16785,0
21,1058081,295.5,963.0,1,16786,0
21,1058082,1732.0,219.5,1,16787,0
21,1058083,1489.076904296875,157.42308044433594,13,16788,0
21,1058084,1507.0,123.5,1,16788,1
21,1058085,1485.0,330.75,2,16789,0
21,1058086,1491.107177734375,156.07142639160156,14,16790,0
21,1058087,1507.0,123.5,1,16790,1
21,1058088,1098.5,147.5,1,16791,0
21,1058089,883.5,236.5,1,16791,1
21,1058090,1361.5,142.0,1,16791,2
21,1058091,1366.75,149.0,2,16791,3
21,1058092,1642.5,507.0,1,16792,0
21,1058093,1495.392822265625,156.60714721679688,14,16793,0
21,1058094,1507.0,123.5,1,16793,1
21,1058095,1498.0909423828125,187.5,11,16794,0
21,1058096,1507.0,123.5,1,16794,1
21,1058097,1495.0714111328125,134.07142639160156,7,16795,0
21,1058098,1500.9000244140625,159.89999389648438,5,16795,1
21,1058099,1507.0,123.5,1,16795,2
21,1058100,1490.38232421875,168.1764678955078,17,16796,0
21,1058101,1507.0,123.5,1,16796,1
21,1058102,1496.3214111328125,171.5,14,16797,0
21,1058103,1507.0,123.5,1,16797,1
21,1058104,883.5,236.5,1,16798,0
21,1058105,1098.5,147.5,1,16798,1
21,1058106,1389.5,150.5,1,16798,2
21,1058107,1487.5,142.0,4,16799,0
21,1058108,1488.75,135.9166717529297,6,16799,1
21,1058109,1507.0,123.5,1,16799,2
21,1058110,1494.75,229.3125,8,16800,0
21,1058111,1507.0,123.5,1,16800,1
21,1058112,1497.3077392578125,159.57691955566406,13,16801,0
21,1058113,1507.0,123.5,1,16801,1
21,1058114,1499.0,177.6666717529297,12,16802,0
21,1058115,1507.0,123.5,1,16802,1
21,1058116,1392.5,555.0,1,16803,0
21,1058117,1496.7857666015625,175.7142791748047,7,16804,0
21,1058118,1475.9000244140625,135.6999969482422,5,16804,1
31,1058058,1487.5,142.0,4,16777,0
31,1058059,1495.0714111328125,134.07142639160156,7,16777,1
31,1058060,1507.0,123.5,1,16777,2
31,1058061,1366.75,149.0,2,16778,0
31,1058062,1401.0,141.0,2,16778,1
31,1058063,1098.5,147.5,1,16778,2
31,1058064,883.5,236.5,1,16778,3
31,1058065,1361.5,142.0,1,16779,0
31,1058066,1098.5,147.5,1,16779,1
31,1058067,1366.75,149.0,2,16779,2
31,1058068,1478.142822265625,153.2857208251953,14,16780,0
31,1058069,1507.0,123.5,1,16780,1
31,1058070,1503.1817626953125,186.18182373046875,11,16781,0
31,1058071,1507.0,123.5,1,16781,1
31,1058072,1507.0,123.5,1,16782,0
31,1058073,1494.7667236328125,168.13333129882812,15,16782,1
31,1058074,1501.0384521484375,178.34616088867188,13,16783,0
31,1058075,1507.0,123.5,1,16783,1
31,1058076,1366.75,149.0,2,16784,0
31,1058077,1098.5,147.5,1,16784,1
31,1058078,1361.5,142.0,1,16784,2
31,1058079,1553.0,137.0,1,16784,3
31,1058080,468.5,987.5,1,16785,0
31,1058081,295.5,963.0,1,16786,0
31,1058082,1732.0,219.5,1,16787,0
31,1058083,1489.076904296875,157.42308044433594,13,16788,0
31,1058084,1507.0,123.5,1,16788,1
31,1058085,1485.0,330.75,2,16789,0
31,1058086,1491.107177734375,156.07142639160156,14,16790,0
31,1058087,1507.0,123.5,1,16790,1
31,1058088,1098.5,147.5,1,16791,0
31,1058089,883.5,236.5,1,16791,1
31,1058090,1361.5,142.0,1,16791,2
31,1058091,1366.75,149.0,2,16791,3
31,1058092,1642.5,507.0,1,16792,0
31,1058093,1495.392822265625,156.60714721679688,14,16793,0
31,1058094,1507.0,123.5,1,16793,1
31,1058095,1498.0909423828125,187.5,11,16794,0
31,1058096,1507.0,123.5,1,16794,1
31,1058097,1495.0714111328125,134.07142639160156,7,16795,0
31,1058098,1500.9000244140625,159.89999389648438,5,16795,1
31,1058099,1507.0,123.5,1,16795,2
31,1058100,1490.38232421875,168.1764678955078,17,16796,0
31,1058101,1507.0,123.5,1,16796,1
31,1058102,1496.3214111328125,171.5,14,16797,0
31,1058103,1507.0,123.5,1,16797,1
31,1058104,883.5,236.5,1,16798,0
31,1058105,1098.5,147.5,1,16798,1
31,1058106,1389.5,150.5,1,16798,2
31,1058107,1487.5,142.0,4,16799,0
31,1058108,1488.75,135.9166717529297,6,16799,1
31,1058109,1507.0,123.5,1,16799,2
31,1058110,1494.75,229.3125,8,16800,0
31,1058111,1507.0,123.5,1,16800,1
31,1058112,1497.3077392578125,159.57691955566406,13,16801,0
31,1058113,1507.0,123.5,1,16801,1
31,1058114,1499.0,177.6666717529297,12,16802,0
31,1058115,1507.0,123.5,1,16802,1
31,1058116,1392.5,555.0,1,16803,0
31,1058117,1496.7857666015625,175.7142791748047,7,16804,0
31,1058118,1475.9000244140625,135.6999969482422,5,16804,1
41,1058058,1487.5,142.0,4,16777,0
41,1058059,1495.0714111328125,134.07142639160156,7,16777,1
41,1058060,1507.0,123.5,1,16777,2
41,1058061,1366.75,149.0,2,16778,0
41,1058062,1401.0,141.0,2,16778,1
41,1058063,1098.5,147.5,1,16778,2
41,1058064,883.5,236.5,1,16778,3
